1p,2p,3p,1n,2n,3n,ep,en,date,time,mention,hashtag,Class
0, 2, 0, 0, -2, -3, 0, 0, '[]', '[]', '['crystaliaeva']', '[]', negative
0, 0, 0, 0, 0, 0, 0, 0, '[]', '[]', '['indonesiagaruda']', '[]', neutral
0, 0, 2, 0, 0, 0, 0, 0, '[]', '[]', '['kikokfitria']', '[]', positive
0, 0, 2, 0, 0, 0, 0, 0, '[]', '[]', '[]', '['#pecatbudikarya']', positive
0, 0, 0, 0, 0, 0, 0, 0, '[]', '[]', '[]', '['#reportofficedut1 #tungguvisasiap']', neutral
0, 0, 0, 0, 0, 0, 0, 0, '[]', '[]', '['dwiasp']', '[]', neutral
0, 0, 0, 0, 0, -2, 0, 0, '[]', '[]', '[]', '[]', negative
0, 0, 0, 0, 0, 0, 0, 0, '[]', '[]', '['sriwijayaair']', '[]', neutral
0, 1, 0, 0, -1, -1, 0, 0, '[]', '[]', '['djpu151 sriwijayaair']', '[]', negative
0, 0, 6, 0, 0, 0, 0, 0, '[]', '[]', '['danautoba_in1 ap2_dt1 ap2_kualanam1 cgk_ap1 citilin1 genpisumut1 kemenpar_r1 tribunmeda1 indonesiagarud1 ceritadestinas1 ayo_jalan2']', '[]', positive
0, 0, 1, 0, 0, 0, 0, 0, '[]', '[]', '['arfarushaida']', '[]', neutral
0, 0, 0, 0, 0, 0, 0, 0, '[]', '[]', '[]', '['#infojakart1 #okezon1 #blibl1 #beritasat1 #shope1 #lazad1 #selebrita1 #trans1 #transt1 #tvon1 #metrot1 #kompast1 #tike1 #airasi1 #sriwijayaai1 #citilin1 #garud1 #telkomse1 #jakpos1 #travelok1 #jati1 #kpp1 #kemenke1 #kemenpanrb']', neutral
0, 0, 0, 0, 0, 0, 0, 0, '[]', '[]', '[]', '['#citilin1 #manad1 #lifestyle']', neutral
0, 0, 0, 0, 0, 0, 0, 0, '[]', '[]', '[]', '[]', neutral
0, 0, 0, 0, 0, 0, 0, 0, '[]', '[]', '[]', '[]', neutral
0, 0, 0, 0, 0, -2, 0, 0, '[]', '[]', '['indonesiagaruda']', '[]', negative
0, 0, 0, 0, 0, -3, 0, 0, '[]', '[]', '['citilin1 ylki_i1 kemenhub151']', '[]', negative
0, 0, 0, 0, 0, 0, 0, 0, '[]', '[]', '[]', '[]', neutral
0, 0, 4, 0, 0, 0, 0, 0, '[]', '[]', '['lorenzyoshel']', '['#sjy']', positive
0, 0, 2, 0, 0, 0, 0, 0, '[]', '[]', '['astiwdyhps1 tiket']', '[]', positive
0, 0, 3, 0, 0, 0, 0, 0, '[]', '[]', '[]', '[]', positive
0, 1, 0, 0, -1, -1, 0, 0, '[]', '[]', '['zhanabalqiss']', '[]', negative
0, 0, 0, 0, 0, -3, 0, 0, '[]', '[]', '['batikair']', '[]', negative
0, 0, 2, 0, 0, 0, 0, 0, '[]', '[]', '['pronewsf1 citilink']', '[]', positive
0, 0, 1, 0, 0, -2, 0, 0, '[]', '[]', '['indonesiagaruda']', '['#imfmeeting1 #wbgmeetings']', negative
0, 0, 0, 0, 0, -3, 0, 0, '[]', '[]', '[]', '['#viral']', negative
0, 0, 1, 0, 0, -1, 0, 0, '[]', '[]', '['boeingr']', '[]', neutral
0, 0, 3, 0, 0, 0, 0, 0, '[]', '[]', '['kemenhub151 batikai1 garuda_prom1 indonesiagarud1 lionairgrou1 sriwijayaai1 perekonomianr1 jokowi']', '[]', positive
0, 1, 2, 0, -2, -2, 0, 0, '[]', '[]', '['ashandoko1']', '[]', negative
0, 0, 0, 0, 0, 0, 0, 0, '[]', '[]', '['arifrahmatpari1 gmf_aeroasi1 citilin1 indonesiagaruda']', '[]', neutral
0, 0, 0, 0, 0, -1, 0, 0, '[]', '[]', '[]', '[]', negative
0, 0, 2, 0, 0, 0, 0, 0, '[]', '[]', '['oh_myfish']', '[]', positive
0, 0, 2, 0, 0, -4, 0, 0, '[]', '[]', '['profatittie1 vanillanye']', '[]', negative
0, 1, 0, 0, -1, -4, 0, 0, '[]', '[]', '['tike1 indtrave1 onemileatatim1 thepointsgu1 citilink']', '[]', negative
0, 0, 0, 0, 0, -1, 0, 0, '[]', '[]', '[]', '['#surabaya']', negative
0, 0, 0, 0, 0, -1, 0, 0, '[]', '[]', '['citilink']', '[]', negative
0, 0, 0, 0, 0, -1, 0, 0, '[]', '[]', '['citilin1 hlp_ap2']', '[]', negative
0, 0, 1, 0, 0, -2, 0, 0, '[]', '[]', '[]', '[]', negative
0, 0, 2, 0, 0, 0, 0, 0, '[]', '[]', '[]', '[]', positive
0, 0, 2, 0, 0, 0, 0, 0, '[]', '[]', '['wegoi1 lionairgrou1 indonesiagarud1 citilin1 budikaryas']', '['#tiketpesawat']', positive
0, 0, 0, 0, 0, -1, 0, 0, '[]', '[]', '[]', '[]', negative
0, 0, 0, 0, 0, -1, 0, 0, '[]', '[]', '[]', '[]', negative
0, 0, 3, 0, 0, 0, 0, 0, '[]', '[]', '[]', '[]', positive
0, 0, 0, 0, 0, -1, 0, 0, '[]', '[]', '[]', '[]', negative
0, 0, 1, 0, 0, -2, 0, 0, '[]', '[]', '[]', '['#papua']', negative
0, 0, 0, 0, 0, 0, 0, 0, '[]', '[]', '[]', '[]', neutral
0, 0, 0, 0, 0, 0, 0, 0, '[]', '[]', '['sriwijayaair']', '[]', neutral
0, 0, 0, 0, 0, 0, 0, 0, '[]', '[]', '[]', '[]', neutral
0, 0, 0, 0, 0, 0, 0, 0, '[]', '[]', '[]', '[]', neutral
0, 0, 0, 0, 0, -1, 0, 0, '[]', '[]', '['peapriliani']', '[]', negative
0, 0, 0, 0, 0, 0, 0, 0, '[]', '[]', '[]', '[]', neutral
0, 0, 0, 0, 0, 0, 0, 0, '[]', '[]', '[]', '['#infojakart1 #okezon1 #blibl1 #beritasat1 #shope1 #lazad1 #deti1 #selebrita1 #trans1 #transt1 #tvon1 #metrot1 #kompa1 #tike1 #airasi1 #lionai1 #sriwijayaai1 #citilin1 #garud1 #bisni1 #telkomse1 #travelok1 #bri']', neutral
0, 0, 3, 0, 0, 0, 0, 0, '[]', '[]', '['iskandarjet']', '[]', positive
0, 1, 0, 0, -1, -1, 0, 0, '[]', '[]', '[]', '[]', negative
0, 0, 0, 0, 0, -2, 0, 0, '[]', '[]', '[]', '[]', negative
0, 0, 3, 0, 0, 0, 0, 0, '[]', '[]', '['kevinw921']', '[]', positive
0, 0, 0, 0, 0, -1, 0, 0, '[]', '[]', '['septiadialexi']', '[]', negative
0, 0, 0, 0, 0, -1, 0, 0, '[]', '[]', '[]', '['#openfollo1 #antaranews']', negative
0, 0, 2, 0, 0, 0, 0, 0, '[]', '[]', '[]', '[]', positive
0, 0, 0, 0, 0, 0, 0, 0, '[]', '[]', '[]', '[]', neutral
0, 0, 5, 0, 0, 0, 0, 0, '[]', '[]', '['sriwijayaair']', '[]', positive
0, 0, 0, 0, 0, 0, 0, 0, '[]', '[]', '[]', '[]', neutral
0, 0, 0, 0, 0, 0, 0, 0, '[]', '[]', '['vedanzz1 wariman_']', '[]', neutral
0, 0, 4, 0, 0, -1, 0, 0, '[]', '[]', '['kemenhub151 indonesiagarud1 lionairi1 citilin1 perekonomianri']', '[]', positive
0, 0, 0, 0, 0, -1, 0, 0, '[]', '[]', '['juliantoakhtar']', '[]', negative
0, 0, 0, 0, 0, 0, 0, 0, '[]', '[]', '[]', '[]', neutral
0, 0, 0, 0, 0, 0, 0, 0, '[]', '[]', '['citilink']', '[]', neutral
0, 0, 0, 0, 0, 0, 0, 0, '[]', '[]', '[]', '[]', neutral
0, 0, 0, 0, 0, 0, 0, 0, '[]', '[]', '['indonesiagaruda']', '[]', neutral
0, 1, 0, 0, -1, -4, 0, 0, '[]', '[]', '['citilink']', '[]', negative
0, 0, 0, 0, 0, 0, 0, 0, '[]', '[]', '['indonesiagaruda']', '[]', neutral
0, 0, 5, 0, 0, 0, 0, 0, '[]', '[]', '[]', '['#samarinda']', positive
0, 0, 0, 0, 0, -2, 0, 0, '[]', '[]', '[]', '[]', negative
0, 0, 0, 0, 0, 0, 0, 0, '[]', '[]', '[]', '[]', neutral
0, 0, 3, 0, 0, 0, 0, 0, '[]', '[]', '['airasia']', '[]', positive
0, 0, 6, 0, 0, 0, 0, 0, '[]', '[]', '['ay_yau1 kristiankd']', '['#sjy']', positive
0, 0, 0, 0, 0, -1, 0, 0, '[]', '[]', '[]', '[]', negative
0, 0, 0, 0, 0, 0, 0, 0, '[]', '[]', '['yazeer1 indonesiagaruda']', '[]', neutral
0, 0, 0, 0, 0, -2, 0, 0, '[]', '[]', '['euniceapril']', '[]', negative
0, 0, 2, 0, 0, 0, 0, 0, '[]', '[]', '['andregvn']', '[]', positive
0, 0, 1, 0, 0, 0, 0, 0, '[]', '[]', '['citilink']', '[]', neutral
0, 1, 1, 0, -1, -2, 0, 0, '[]', '[]', '[]', '[]', negative
0, 0, 2, 0, 0, 0, 0, 0, '[]', '[]', '['ikemela']', '[]', positive
0, 0, 1, 0, 0, 0, 0, 0, '[]', '[]', '[]', '[]', neutral
0, 1, 0, 0, -1, -1, 0, 0, '[]', '[]', '[]', '[]', negative
0, 0, 2, 0, 0, 0, 0, 0, '[]', '[]', '[]', '['#citilinkflybanyuwangi']', positive
0, 0, 0, 0, 0, -1, 0, 0, '[]', '[]', '['sriwijayaair']', '[]', negative
0, 0, 2, 0, 0, 0, 0, 0, '[]', '[]', '['citilin1 sriwijayaair']', '[]', positive
0, 0, 3, 0, 0, -1, 0, 0, '[]', '[]', '['prillililalal1 lil_junio']', '[]', positive
0, 0, 0, 0, 0, -1, 0, 0, '[]', '[]', '[]', '[]', negative
0, 0, 3, 0, 0, -1, 0, 0, '[]', '[]', '[]', '['#citilinkflybanyuwangi']', positive
0, 0, 3, 0, 0, 0, 0, 0, '[]', '[]', '['vascoindonesia']', '[]', positive
0, 0, 0, 0, 0, -1, 0, 0, '[]', '[]', '['alvinulid1 budikarya1 indonesiagaruda']', '[]', negative
0, 0, 2, 0, 0, 0, 0, 0, '[]', '[]', '[]', '[]', positive
0, 1, 2, 0, -2, -3, 0, 0, '[]', '[]', '['tiket']', '[]', negative
0, 0, 2, 0, 0, 0, 0, 0, '[]', '[]', '[]', '[]', positive
0, 0, 0, 0, 0, -1, 0, 0, '[]', '[]', '['indonesiagaruda']', '[]', negative
0, 0, 0, 0, 0, -1, 0, 0, '[]', '[]', '[]', '[]', negative
0, 0, 0, 0, 0, -1, 0, 0, '[]', '[]', '['dinaakriiis']', '[]', negative
0, 0, 0, 0, 0, 0, 0, 0, '[]', '[]', '[]', '[]', neutral
0, 1, 0, 0, -1, -2, 0, 0, '[]', '[]', '[]', '[]', negative
0, 0, 0, 0, 0, -1, 0, 0, '[]', '[]', '[]', '['#dugaankorupsi']', negative
0, 0, 0, 0, 0, 0, 0, 0, '[]', '[]', '[]', '['#tiketpesawa1 #citilin1 #airasi1 #garudaindonesi1 #lionair']', neutral
0, 0, 3, 0, 0, 0, 0, 0, '[]', '[]', '['indonesiagarud1 garudacares']', '[]', positive
0, 0, 2, 0, 0, -3, 0, 0, '[]', '[]', '['indonesiagarud1 jokow1 luhutbinsar']', '[]', negative
0, 0, 1, 0, 0, -2, 0, 0, '[]', '[]', '['citilink']', '[]', negative
0, 1, 0, 0, -1, -1, 0, 0, '[]', '[]', '['nabilahgaluh1']', '[]', negative
0, 0, 0, 0, 0, 0, 0, 0, '[]', '[]', '[]', '[]', neutral
0, 0, 0, 0, 0, -1, 0, 0, '[]', '[]', '[]', '[]', negative
0, 0, 4, 0, 0, -1, 0, 0, '[]', '[]', '[]', '['#discount']', positive
0, 1, 0, 0, -1, -1, 0, 0, '[]', '[]', '['sriwijayaai1 sriwijayaairkc1 sriwijayaairsjy']', '[\'#sjpas1 #sjtravellpass\']', negative
0, 0, 3, 0, 0, -1, 0, 0, '[]', '[]', '[]', '[]', positive
0, 0, 5, 0, 0, -2, 0, 0, '[]', '[]', '[]', '[]', positive
0, 0, 0, 0, 0, 0, 0, 0, '[]', '[]', '['indonesiagaruda']', '['#updateterus']', neutral
0, 0, 0, 0, 0, -2, 0, 0, '[]', '[]', '['citilin1 dausgonia']', '[]', negative
0, 0, 0, 0, 0, 0, 0, 0, '[]', '[]', '[]', '['#bisnishotel']', neutral
0, 0, 0, 0, 0, 0, 0, 0, '[]', '[]', '['indonesiagaruda']', '[]', neutral
0, 1, 0, 0, -1, -1, 0, 0, '[]', '[]', '['maulinda_aniet']', '[]', negative
0, 0, 0, 0, 0, 0, 0, 0, '[]', '[]', '[]', '['#piknikpal1 #libura1 #wisata']', neutral
0, 0, 2, 0, 0, 0, 0, 0, '[]', '[]', '['ichsanmt']', '[]', positive
0, 0, 3, 0, 0, 0, 0, 0, '[]', '[]', '[]', '[]', positive
0, 0, 0, 0, 0, -1, 0, 0, '[]', '[]', '[]', '[]', negative
0, 0, 0, 0, 0, 0, 0, 0, '[]', '[]', '['rudibravery']', '[]', neutral
0, 0, 0, 0, 0, -1, 0, 0, '[]', '[]', '[]', '[]', negative
0, 0, 3, 0, 0, 0, 0, 0, '[]', '[]', '['citilin1 indonesiagaruda']', '[]', positive
0, 0, 0, 0, 0, -1, 0, 0, '[]', '[]', '['citilink']', '[]', negative
0, 1, 0, 0, -1, -1, 0, 0, '[]', '[]', '['citilink']', '[]', negative
0, 1, 0, 0, -1, -1, 0, 0, '[]', '[]', '['saidid1 indonesiagaruda']', '[]', negative
0, 0, 2, 0, 0, 0, 0, 0, '[]', '[]', '['beritatrans']', '[]', positive
0, 0, 2, 0, 0, 0, 0, 0, '[]', '[]', '['dhikasidhika']', '[]', positive
0, 0, 2, 0, 0, 0, 0, 0, '[]', '[]', '['jpenerangan']', '['#repost']', positive
0, 0, 0, 0, 0, -2, 0, 0, '[]', '[]', '[]', '[]', negative
0, 0, 2, 0, 0, 0, 0, 0, '[]', '[]', '['indonesiagaruda']', '[]', positive
0, 0, 0, 0, 0, 0, 0, 0, '[]', '[]', '['sahalasmjtk11 sriwijayaai1 citilink']', '[]', neutral
0, 0, 0, 0, 0, -2, 0, 0, '[]', '[]', '['indonesiagaruda']', '[]', negative
0, 0, 2, 0, 0, 0, 0, 0, '[]', '[]', '['citilink']', '['#hargateman']', positive
0, 0, 0, 0, 0, 0, 0, 0, '[]', '[]', '[]', '[]', neutral
0, 0, 3, 0, 0, -1, 0, 0, '[]', '[]', '['citilink']', '[]', positive
0, 0, 0, 0, 0, -1, 0, 0, '[]', '[]', '['hendra_p']', '['#beritasonora']', negative
0, 0, 0, 0, 0, 0, 0, 0, '[]', '[]', '[]', '['#menpargoyangitbberlin']', neutral
0, 0, 0, 0, 0, 0, 0, 0, '[]', '[]', '['indonesiagaruda']', '[]', neutral
0, 0, 0, 0, 0, 0, 0, 0, '[]', '[]', '['citilink']', '[]', neutral
0, 0, 0, 0, 0, 0, 0, 0, '[]', '[]', '['paltiwes1 indonesiagaruda']', '[]', neutral
0, 0, 0, 0, 0, 0, 0, 0, '[]', '[]', '['indonesiagaruda']', '[]', neutral
0, 0, 1, 0, 0, 0, 0, 0, '[]', '[]', '['citilink']', '[]', neutral
0, 0, 2, 0, 0, 0, 0, 0, '[]', '[]', '['43bb52edf16b427']', '[]', positive
0, 0, 3, 0, 0, 0, 0, 0, '[]', '[]', '[]', '['#tiketprom1 #alyastravelok1 #alyastike1 #lionai1 #batikai1 #garudaindonesi1 #citilin1 #airasia']', positive
0, 1, 1, 0, -1, -5, 0, 0, '[]', '[]', '['citilink']', '[]', negative
0, 0, 3, 0, 0, 0, 0, 0, '[]', '[]', '['indonesiagaruda']', '[]', positive
0, 0, 0, 0, 0, 0, 0, 0, '[]', '[]', '['indonesiagaruda']', '[]', neutral
0, 0, 2, 0, 0, 0, 0, 0, '[]', '[]', '[]', '['#citilinkflybanyuwangi']', positive
0, 0, 2, 0, 0, 0, 0, 0, '[]', '[]', '[]', '['#citilinkflybanyuwangi']', positive
0, 0, 3, 0, 0, 0, 0, 0, '[]', '[]', '['indonesiagaruda']', '[]', positive
0, 0, 1, 0, 0, 0, 0, 0, '[]', '[]', '['taufiq114111033']', '[]', neutral
0, 0, 0, 0, 0, -1, 0, 0, '[]', '[]', '[]', '[]', negative
0, 0, 1, 0, 0, -2, 0, 0, '[]', '[]', '['blinkmf']', '[]', negative
0, 0, 0, 0, 0, 0, 0, 0, '[]', '[]', '['humasbkip1 desam1987']', '[]', neutral
0, 0, 0, 0, 0, 0, 0, 0, '[]', '[]', '[]', '[]', neutral
0, 0, 0, 0, 0, 0, 0, 0, '[]', '[]', '['jayapuraupdat1 indonesiagaruda']', '[]', neutral
0, 0, 0, 0, 0, -1, 0, 0, '[]', '[]', '['persija_jk1 sriwijayaair']', '[]', negative
0, 0, 2, 0, 0, 0, 0, 0, '[]', '[]', '['yudatriwibowo4']', '[]', positive
0, 0, 0, 0, 0, -1, 0, 0, '[]', '[]', '['playground78911 sing_ikiak1 basuki_bt1 kangbanguna1 indonesiagaruda']', '[]', negative
0, 0, 3, 0, 0, 0, 0, 0, '[]', '[]', '[]', '['#omteloletom']', positive
0, 0, 0, 0, 0, -1, 0, 0, '[]', '[]', '[]', '[]', negative
0, 0, 0, 0, 0, 0, 0, 0, '[]', '[]', '[]', '['#pojoksat1 #citilin1 #pojokbisni1 #jemaahhaji']', neutral
0, 0, 0, 0, 0, -1, 0, 0, '[]', '[]', '[]', '[]', negative
0, 0, 1, 0, 0, 0, 0, 0, '[]', '[]', '[]', '[]', neutral
0, 0, 2, 0, 0, 0, 0, 0, '[]', '[]', '['genpintb']', '[]', positive
0, 0, 0, 0, 0, -2, 0, 0, '[]', '[]', '[]', '[]', negative
0, 1, 2, 0, -2, -2, 0, 0, '[]', '[]', '['shuamiku']', '[]', negative
0, 0, 3, 0, 0, -1, 0, 0, '[]', '[]', '['ramandika87']', '[]', positive
0, 0, 0, 0, 0, 0, 0, 0, '[]', '[]', '[]', '[]', neutral
0, 0, 1, 0, 0, 0, 0, 0, '[]', '[]', '['nuniktw15']', '[]', neutral
0, 0, 1, 0, 0, 0, 0, 0, '[]', '[]', '['leomerdek1 citilink']', '[]', neutral
0, 0, 1, 0, 0, -1, 0, 0, '[]', '[]', '['anggunnovita51']', '[]', neutral
0, 0, 0, 0, 0, -1, 0, 0, '[]', '[]', '['foodfess2']', '[]', negative
0, 0, 0, 0, 0, 0, 0, 0, '[]', '[]', '[]', '[]', neutral
0, 0, 4, 0, 0, 0, 0, 0, '[]', '[]', '['kwzgurl']', '[]', positive
0, 0, 0, 0, 0, 0, 0, 0, '[]', '[]', '[]', '[]', neutral
0, 0, 2, 0, 0, 0, 0, 0, '[]', '[]', '['citilink']', '[]', positive
0, 0, 0, 0, 0, 0, 0, 0, '[]', '[]', '[]', '[]', neutral
0, 0, 0, 0, 0, 0, 0, 0, '[]', '[]', '[]', '[]', neutral
0, 0, 1, 0, 0, -2, 0, 0, '[]', '[]', '['indah1 indonesiagaruda']', '[]', negative
0, 0, 2, 0, 0, 0, 0, 0, '[]', '[]', '[]', '[]', positive
0, 0, 0, 0, 0, 0, 0, 0, '[]', '[]', '[]', '[]', neutral
0, 0, 2, 0, 0, 0, 0, 0, '[]', '[]', '['psszzttt']', '[]', positive
0, 0, 2, 0, 0, 0, 0, 0, '[]', '[]', '['binfirmanyules']', '[]', positive
0, 0, 0, 0, 0, -1, 0, 0, '[]', '[]', '[]', '[]', negative
0, 0, 0, 0, 0, 0, 0, 0, '[]', '[]', '[]', '[]', neutral
0, 0, 0, 0, 0, -1, 0, 0, '[]', '[]', '['lenamilani71']', '[]', negative
0, 0, 0, 0, 0, -1, 0, 0, '[]', '[]', '[]', '[]', negative
0, 0, 3, 0, 0, -1, 0, 0, '[]', '[]', '['agrpaq1 trinitytravele1 indonesiagaruda']', '[]', positive
0, 0, 2, 0, 0, -4, 0, 0, '[]', '[]', '['marco_tjondr1 maknyasofi1 indonesiagaruda']', '[]', negative
0, 0, 1, 0, 0, 0, 0, 0, '[]', '[]', '['randhy_sugandi']', '[]', neutral
0, 0, 0, 0, 0, 0, 0, 0, '[]', '[]', '['citilink']', '[]', neutral
0, 0, 0, 0, 0, -1, 0, 0, '[]', '[]', '[]', '[]', negative
0, 0, 0, 0, 0, 0, 0, 0, '[]', '[]', '['rahmawanbrian']', '[]', neutral
0, 0, 0, 0, 0, -2, 0, 0, '[]', '[]', '[]', '[]', negative
0, 0, 0, 0, 0, -1, 0, 0, '[]', '[]', '[]', '[]', negative
0, 0, 0, 0, 0, 0, 0, 0, '[]', '[]', '[]', '[]', neutral
0, 0, 0, 0, 0, 0, 0, 0, '[]', '[]', '[]', '[]', neutral
0, 0, 0, 0, 0, -1, 0, 0, '[]', '[]', '['evaamirt1 sriwijayaair']', '[]', negative
0, 0, 0, 0, 0, -1, 0, 0, '[]', '[]', '[]', '[]', negative
0, 0, 0, 0, 0, -1, 0, 0, '[]', '[]', '['irfansovian']', '[]', negative
0, 0, 0, 0, 0, 0, 0, 0, '[]', '[]', '[]', '[]', neutral
0, 0, 0, 0, 0, -1, 0, 0, '[]', '[]', '['travelok1 citilink']', '[]', negative
0, 0, 0, 0, 0, 0, 0, 0, '[]', '[]', '[]', '[]', neutral
0, 0, 1, 0, 0, -2, 0, 0, '[]', '[]', '['fschiko1 indonesiagaruda']', '[]', negative
0, 0, 0, 0, 0, -1, 0, 0, '[]', '[]', '[]', '['#tiket2indonesia']', negative
0, 0, 0, 0, 0, 0, 0, 0, '[]', '[]', '['info']', '[]', neutral
0, 0, 0, 0, 0, 0, 0, 0, '[]', '[]', '[]', '[]', neutral
0, 0, 1, 0, 0, 0, 0, 0, '[]', '[]', '['indonesiagaruda']', '[]', neutral
0, 0, 0, 0, 0, -1, 0, 0, '[]', '[]', '[]', '[]', negative
0, 0, 0, 0, 0, -1, 0, 0, '[]', '[]', '['detikfinance']', '['#infografi1 #barangilega1 #garudaindonesia']', negative
0, 0, 0, 0, 0, -1, 0, 0, '[]', '[]', '['indonesiagaruda']', '[]', negative
0, 0, 0, 0, 0, 0, 0, 0, '[]', '[]', '[]', '[]', neutral
0, 0, 3, 0, 0, 0, 0, 0, '[]', '[]', '['xpressair']', '[]', positive
0, 1, 0, 0, -1, -5, 0, 0, '[]', '[]', '['sriwijayaai1 baliairports']', '[]', negative
0, 0, 1, 0, 0, 0, 0, 0, '[]', '[]', '['sayuketutputri']', '[]', neutral
0, 0, 3, 0, 0, -1, 0, 0, '[]', '[]', '['rawme75']', '[]', positive
0, 0, 2, 0, 0, 0, 0, 0, '[]', '[]', '[]', '[]', positive
0, 1, 0, 0, -1, -1, 0, 0, '[]', '[]', '['evinovi123']', '[]', negative
0, 0, 2, 0, 0, 0, 0, 0, '[]', '[]', '['ariodilah']', '[]', positive
0, 0, 7, 0, 0, -2, 0, 0, '[]', '[]', '[]', '[]', positive
0, 0, 1, 0, 0, 0, 0, 0, '[]', '[]', '['bangzul_1981 asaparda1 jokow1 indonesiagaruda']', '[]', neutral
0, 0, 4, 0, 0, 0, 0, 0, '[]', '[]', '[]', '[]', positive
0, 0, 3, 0, 0, 0, 0, 0, '[]', '[]', '['allextr1 recruitmentga']', '[]', positive
0, 0, 2, 0, 0, 0, 0, 0, '[]', '[]', '['citilink']', '['#citilinkflybanyuwangi']', positive
0, 0, 3, 0, 0, 0, 0, 0, '[]', '[]', '['m4dko']', '[]', positive
0, 0, 2, 0, 0, 0, 0, 0, '[]', '[]', '['irnayuliani2']', '[]', positive
0, 1, 0, 0, -1, -1, 0, 0, '[]', '[]', '['juliantoakhtar']', '[]', negative
0, 0, 3, 0, 0, 0, 0, 0, '[]', '[]', '[]', '[]', positive
0, 0, 1, 0, 0, 0, 0, 0, '[]', '[]', '['indonesiagarud1 lfc']', '['#ga_lfc']', neutral
0, 0, 0, 0, 0, -2, 0, 0, '[]', '[]', '[]', '[]', negative
0, 0, 0, 0, 0, -1, 0, 0, '[]', '[]', '['fidly_jkt48']', '[]', negative
0, 0, 0, 0, 0, -1, 0, 0, '[]', '[]', '['citilink']', '[]', negative
0, 0, 0, 0, 0, 0, 0, 0, '[]', '[]', '[]', '[]', neutral
0, 1, 1, 0, -1, -2, 0, 0, '[]', '[]', '[]', '[]', negative
0, 0, 0, 0, 0, 0, 0, 0, '[]', '[]', '['indonesiagaruda']', '[]', neutral
0, 0, 0, 0, 0, -1, 0, 0, '[]', '[]', '['fajri_alfianda']', '[]', negative
0, 0, 2, 0, 0, 0, 0, 0, '[]', '[]', '['citilink']', '['#businesscorner']', positive
0, 0, 3, 0, 0, 0, 0, 0, '[]', '[]', '['unsrifess']', '[]', positive
0, 0, 2, 0, 0, 0, 0, 0, '[]', '[]', '['ashandoko1']', '[]', positive
0, 0, 0, 0, 0, -1, 0, 0, '[]', '[]', '['detikfinance']', '['#garudaindonesia']', negative
0, 0, 0, 0, 0, -3, 0, 0, '[]', '[]', '[]', '[]', negative
0, 0, 2, 0, 0, 0, 0, 0, '[]', '[]', '[]', '[]', positive
0, 1, 0, 0, -1, -1, 0, 0, '[]', '[]', '['indonesiagarud1 citilin1 lionairgrou1 sriwijayaair']', '[]', negative
0, 0, 1, 0, 0, 0, 0, 0, '[]', '[]', '['freshtea88']', '[]', neutral
