1p,2p,3p,1n,2n,3n,ep,en,date,time,mention,hashtag,Class
0, 0, 1, 0, 0, 0, 0, 0, '[]', '[]', '['sriwijayaai1 indonesiagaruda']', '[]', neutral
0, 0, 2, 0, 0, 0, 0, 0, '[]', '[]', '['anggunnovita51']', '[]', positive
0, 0, 2, 0, 0, 0, 0, 0, '[]', '[]', '[]', '[]', positive
0, 0, 0, 0, 0, 0, 0, 0, '[]', '[]', '[]', '[]', neutral
0, 0, 1, 0, 0, -1, 0, 0, '[]', '[]', '['fhery_yandi']', '[]', neutral
0, 0, 0, 0, 0, -2, 0, 0, '[]', '[]', '['citilink']', '[]', negative
0, 1, 2, 0, -2, -3, 0, 0, '[]', '[]', '['sriwijayaai1 ylki_id']', '['#sjtravelpass']', negative
0, 0, 0, 0, 0, 0, 0, 0, '[]', '[]', '[]', '['#tiketpesawa1 #citilin1 #airasi1 #garudaindonesi1 #lionair']', neutral
0, 0, 3, 0, 0, 0, 0, 0, '[]', '[]', '['citilin1 indonesiagarud1 pertamin1 lionairi1 airasia_indo']', '[\'#natal2011 #tahunbaru2021 #bacakoranr1 #clickrmcoi1 #rakyatmerdeka\']', positive
0, 0, 2, 0, 0, 0, 0, 0, '[]', '[]', '['admneon']', '[]', positive
0, 0, 0, 0, 0, -1, 0, 0, '[]', '[]', '['gazza_arrasyid']', '[]', negative
0, 0, 0, 0, 0, -1, 0, 0, '[]', '[]', '['laras_riska']', '[]', negative
0, 0, 0, 0, 0, 0, 0, 0, '[]', '[]', '['banuindra1 indonesiagaruda']', '[]', neutral
0, 0, 0, 0, 0, -1, 0, 0, '[]', '[]', '[]', '[]', negative
0, 0, 0, 0, 0, -1, 0, 0, '[]', '[]', '['e100ss']', '[]', negative
0, 0, 0, 0, 0, 0, 0, 0, '[]', '[]', '['indonesiagaruda']', '[]', neutral
0, 0, 0, 0, 0, 0, 0, 0, '[]', '[]', '[]', '[]', neutral
0, 0, 0, 0, 0, -1, 0, 0, '[]', '[]', '['beel08895961 sriwijayaai1 kemenhub151']', '[]', negative
0, 1, 1, 0, -1, -3, 0, 0, '[]', '[]', '['sriwijayaair']', '[]', negative
0, 0, 2, 0, 0, 0, 0, 0, '[]', '[]', '['citilink']', '[]', positive
0, 0, 3, 0, 0, -1, 0, 0, '[]', '[]', '[]', '[]', positive
0, 0, 1, 0, 0, 0, 0, 0, '[]', '[]', '['citilink']', '['#kabandara']', neutral
0, 0, 4, 0, 0, 0, 0, 0, '[]', '[]', '['kemenhub151 kemensetnegr1 divhumas_polr1 addiem1 _tnia1 jiemiardia1 dr_tomp1 citilink']', '[]', positive
0, 0, 1, 0, 0, 0, 0, 0, '[]', '[]', '['sriwijayaair']', '['#safeflight']', neutral
0, 0, 0, 0, 0, 0, 0, 0, '[]', '[]', '[]', '[]', neutral
0, 0, 0, 0, 0, -1, 0, 0, '[]', '[]', '[]', '[]', negative
0, 0, 2, 0, 0, 0, 0, 0, '[]', '[]', '[]', '['#edsheeran']', positive
0, 0, 3, 0, 0, 0, 0, 0, '[]', '[]', '['ranti_nindya']', '[]', positive
0, 0, 0, 0, 0, 0, 0, 0, '[]', '[]', '[]', '['#hebohnyalabuanbajodicfd']', neutral
0, 0, 4, 0, 0, -1, 0, 0, '[]', '[]', '[]', '[]', positive
0, 0, 0, 0, 0, -1, 0, 0, '[]', '[]', '[]', '[]', negative
0, 0, 0, 0, 0, 0, 0, 0, '[]', '[]', '[]', '[]', neutral
0, 0, 1, 0, 0, 0, 0, 0, '[]', '[]', '[]', '[]', neutral
0, 0, 0, 0, 0, 0, 0, 0, '[]', '[]', '['citilink']', '[]', neutral
0, 0, 0, 0, 0, 0, 0, 0, '[]', '[]', '['citilink']', '[]', neutral
0, 0, 1, 0, 0, -2, 0, 0, '[]', '[]', '['natalieanggi111 johnirwan1 erickthohi1 indonesiagaruda']', '[]', negative
0, 0, 0, 0, 0, 0, 0, 0, '[]', '[]', '[]', '[]', neutral
0, 0, 0, 0, 0, 0, 0, 0, '[]', '[]', '['linkaj1 itsrahsy1 velisya01 brad_pri']', '['#pakelinkaja']', neutral
0, 0, 4, 0, 0, 0, 0, 0, '[]', '[]', '['arlyzs']', '[]', positive
0, 0, 0, 0, 0, -2, 0, 0, '[]', '[]', '[]', '[]', negative
0, 0, 0, 0, 0, -1, 0, 0, '[]', '[]', '[]', '[]', negative
0, 0, 2, 0, 0, 0, 0, 0, '[]', '[]', '['sriwijayaair']', '[]', positive
0, 0, 1, 0, 0, 0, 0, 0, '[]', '[]', '['ipul_ghozi']', '[]', neutral
0, 0, 0, 0, 0, -1, 0, 0, '[]', '[]', '['citilink']', '[]', negative
0, 0, 0, 0, 0, 0, 0, 0, '[]', '[]', '['null']', '[]', neutral
0, 0, 1, 0, 0, -1, 0, 0, '[]', '[]', '[]', '[]', neutral
0, 0, 1, 0, 0, -2, 0, 0, '[]', '[]', '[]', '['#garudadukungerick']', negative
0, 0, 0, 0, 0, 0, 0, 0, '[]', '[]', '['citilink']', '[]', neutral
0, 0, 0, 0, 0, 0, 0, 0, '[]', '[]', '[]', '[]', neutral
0, 0, 0, 0, 0, 0, 0, 0, '[]', '[]', '['infolombo1 jalan2libura1 lombokvacatio1 mytrip_myadvnt1 mytrip_magazin1 citilin1 majalahcitilink']', '[]', neutral
0, 0, 3, 0, 0, 0, 0, 0, '[]', '[]', '['valebuckingham']', '[]', positive
0, 0, 0, 0, 0, 0, 0, 0, '[]', '[]', '[]', '['#ekonom1 #ekonominasiona1 #ilcsiapamenangdebatcapre1 #prayforsulse1 #jokowirangkulsemu1 #milenialpilihprabowo']', neutral
0, 1, 0, 0, -1, -1, 0, 0, '[]', '[]', '['citilink']', '[]', negative
0, 0, 0, 0, 0, -2, 0, 0, '[]', '[]', '['detikfinance']', '['#kabutasa1 #garudaindonesia']', negative
0, 0, 0, 0, 0, 0, 0, 0, '[]', '[]', '[]', '[]', neutral
0, 0, 1, 0, 0, -2, 0, 0, '[]', '[]', '[]', '[]', negative
0, 0, 4, 0, 0, -2, 0, 0, '[]', '[]', '['indonesiagarud1 riusvernandes']', '[]', positive
0, 0, 3, 0, 0, -1, 0, 0, '[]', '[]', '[]', '['#citilinkflybanyuwangi']', positive
0, 0, 0, 0, 0, 0, 0, 0, '[]', '[]', '['indonesiagaruda']', '[]', neutral
0, 0, 0, 0, 0, -1, 0, 0, '[]', '[]', '['randhy_sugandi']', '[]', negative
0, 1, 3, 0, -1, -1, 0, 0, '[]', '[]', '['citilink']', '[]', positive
0, 1, 0, 0, -1, -1, 0, 0, '[]', '[]', '['citilink']', '[]', negative
0, 0, 0, 0, 0, 0, 0, 0, '[]', '[]', '['indonesiagaruda']', '[]', neutral
0, 0, 3, 0, 0, 0, 0, 0, '[]', '[]', '['angkasapura_1 batikair']', '[]', positive
0, 0, 0, 0, 0, -1, 0, 0, '[]', '[]', '['arekun21']', '[]', negative
0, 0, 0, 0, 0, -2, 0, 0, '[]', '[]', '[]', '[]', negative
0, 0, 0, 0, 0, 0, 0, 0, '[]', '[]', '[]', '['#businessclass']', neutral
0, 0, 2, 0, 0, 0, 0, 0, '[]', '[]', '['citilink']', '['#citilin1 #citilinkpk1 #ssk1 #sultansyarifkasim1 #citilin1 #gapuraangkas1 #garudaindonesi1 #citilinkpekanbar1 #angkasapura2']', positive
0, 0, 1, 0, 0, 0, 0, 0, '[]', '[]', '['ummi_l23']', '[]', neutral
0, 0, 0, 0, 0, -1, 0, 0, '[]', '[]', '['agathadia1 indonesiagaruda']', '[]', negative
0, 0, 0, 0, 0, 0, 0, 0, '[]', '[]', '[]', '[]', neutral
0, 0, 1, 0, 0, -2, 0, 0, '[]', '[]', '[]', '[]', negative
0, 0, 0, 0, 0, -1, 0, 0, '[]', '[]', '[]', '[]', negative
0, 0, 2, 0, 0, 0, 0, 0, '[]', '[]', '['indonesiagaruda']', '[]', positive
0, 0, 3, 0, 0, 0, 0, 0, '[]', '[]', '[]', '['#gamedanamsterdam']', positive
0, 0, 1, 0, 0, -1, 0, 0, '[]', '[]', '['dennysiregar1 indonesiagarud1 erickthohi1 kpk_ri']', '[]', neutral
0, 0, 0, 0, 0, 0, 0, 0, '[]', '[]', '[]', '[]', neutral
0, 0, 0, 0, 0, -1, 0, 0, '[]', '[]', '[]', '['#infoaktual']', negative
0, 0, 0, 0, 0, 0, 0, 0, '[]', '[]', '['selpong3']', '[]', neutral
0, 0, 2, 0, 0, 0, 0, 0, '[]', '[]', '[]', '['#citilin1 #vouche1 #hotel']', positive
0, 0, 3, 0, 0, 0, 0, 0, '[]', '[]', '[]', '['#bagasicitilinkgratis']', positive
0, 1, 0, 0, -1, -1, 0, 0, '[]', '[]', '['yopieyoyo']', '[]', negative
0, 0, 0, 0, 0, -2, 0, 0, '[]', '[]', '[]', '[]', negative
0, 0, 0, 0, 0, 0, 0, 0, '[]', '[]', '['indonesiagaruda']', '[]', neutral
0, 0, 0, 0, 0, -1, 0, 0, '[]', '[]', '['citilink']', '[]', negative
0, 0, 1, 0, 0, -2, 0, 0, '[]', '[]', '[]', '[]', negative
0, 0, 0, 0, 0, 0, 0, 0, '[]', '[]', '[]', '[]', neutral
0, 0, 5, 0, 0, -3, 0, 0, '[]', '[]', '['glrhn']', '[]', positive
0, 0, 0, 0, 0, -1, 0, 0, '[]', '[]', '[]', '['#tiket2indonesia']', negative
0, 0, 0, 0, 0, 0, 0, 0, '[]', '[]', '['ferdianavani']', '[]', neutral
0, 0, 0, 0, 0, 0, 0, 0, '[]', '[]', '[]', '[]', neutral
0, 1, 3, 0, -2, -3, 0, 0, '[]', '[]', '[]', '['#kuwer1 #01jokowilag1 #liburanasyikkarenajokowi']', negative
0, 0, 2, 0, 0, 0, 0, 0, '[]', '[]', '['priminspiration']', '[]', positive
0, 0, 0, 0, 0, -1, 0, 0, '[]', '[]', '[]', '['#citilin1 #lombo1 #surabaya']', negative
0, 0, 0, 0, 0, -1, 0, 0, '[]', '[]', '['indonesiagaruda']', '[]', negative
0, 0, 8, 0, 0, 0, 0, 0, '[]', '[]', '[]', '['#sriwijayaai1 #namai1 #sriwijayaairgroup']', positive
0, 0, 2, 0, 0, 0, 0, 0, '[]', '[]', '['indonesiagaruda']', '[]', positive
0, 0, 0, 0, 0, -1, 0, 0, '[]', '[]', '[]', '['#beritaduni1 #bbc']', negative
0, 1, 0, 0, -1, -2, 0, 0, '[]', '[]', '['indonesiagaruda']', '[]', negative
0, 0, 0, 0, 0, 0, 0, 0, '[]', '[]', '['sarahnisafe']', '[]', neutral
0, 0, 2, 0, 0, 0, 0, 0, '[]', '[]', '['citilink']', '['#it1 #kokbis1 #terban1 #mandari1 #china']', positive
0, 0, 0, 0, 0, -1, 0, 0, '[]', '[]', '['friskaberli']', '[]', negative
0, 0, 2, 0, 0, 0, 0, 0, '[]', '[]', '['kokogiovann1 rahmasarin1 oethink_ansa']', '['#citilinkquiz']', positive
0, 0, 0, 0, 0, 0, 0, 0, '[]', '[]', '[]', '['#tiketpesawa1 #citilin1 #airasi1 #garudaindonesi1 #lionair']', neutral
0, 0, 0, 0, 0, -1, 0, 0, '[]', '[]', '[]', '['#ketinggalanpesawat']', negative
0, 0, 1, 0, 0, 0, 0, 0, '[]', '[]', '[]', '['#tiketpesawat']', neutral
0, 1, 0, 0, -1, -1, 0, 0, '[]', '[]', '[]', '[]', negative
0, 0, 1, 0, 0, 0, 0, 0, '[]', '[]', '['gojekindonesi1 indonesiagaruda']', '[]', neutral
0, 0, 0, 0, 0, 0, 0, 0, '[]', '[]', '['bigalphaid']', '[]', neutral
0, 0, 0, 0, 0, -1, 0, 0, '[]', '[]', '[]', '[]', negative
0, 0, 2, 0, 0, 0, 0, 0, '[]', '[]', '['krisdhita']', '[]', positive
0, 0, 0, 0, 0, 0, 0, 0, '[]', '[]', '['syauqirahman88']', '[]', neutral
0, 0, 0, 0, 0, 0, 0, 0, '[]', '[]', '['ferdinandhaean1 indonesiagarud1 kemenbum1 kemenkeur1 kpk_ri']', '[]', neutral
0, 0, 0, 0, 0, 0, 0, 0, '[]', '[]', '[]', '[]', neutral
0, 1, 0, 0, -1, -1, 0, 0, '[]', '[]', '['bernadjie471']', '[]', negative
0, 0, 0, 0, 0, 0, 0, 0, '[]', '[]', '['syarief_aly']', '[]', neutral
0, 2, 0, 0, -2, -1, 0, 0, '[]', '[]', '['citilink']', '[]', negative
0, 0, 0, 0, 0, 0, 0, 0, '[]', '[]', '[]', '[]', neutral
0, 1, 1, 0, -1, -2, 0, 0, '[]', '[]', '['h3ru_h']', '[]', negative
0, 0, 0, 0, 0, -1, 0, 0, '[]', '[]', '[]', '['#citilin1 #semaran1 #surabaya']', negative
0, 0, 0, 0, 0, -1, 0, 0, '[]', '[]', '[]', '['#2019jokowikyaimaruf']', negative
0, 0, 3, 0, 0, -2, 0, 0, '[]', '[]', '['citilink']', '[]', neutral
0, 0, 2, 0, 0, 0, 0, 0, '[]', '[]', '['garudacare1 citilink']', '[]', positive
0, 0, 2, 0, 0, 0, 0, 0, '[]', '[]', '['ima_apriliani']', '[]', positive
0, 0, 2, 0, 0, 0, 0, 0, '[]', '[]', '[]', '[]', positive
0, 1, 0, 0, -1, -1, 0, 0, '[]', '[]', '['one100111']', '[]', negative
0, 0, 0, 0, 0, -1, 0, 0, '[]', '[]', '['dpr_r1 fahrihamza1 fadlizo1 lionairgrou1 indonesiagaruda']', '[]', negative
0, 0, 3, 0, 0, 0, 0, 0, '[]', '[]', '['linkaj1 putragaga1 ariffjm1 itswisnu']', '['#pakelinkaja']', positive
0, 0, 0, 0, 0, 0, 0, 0, '[]', '[]', '['sriwijayaair']', '['#nam4thqui1 #hutnamai1 #sriwijayaai1 #namai1 #sriwijayaairgroup']', neutral
0, 0, 0, 0, 0, 0, 0, 0, '[]', '[]', '[]', '[]', neutral
0, 0, 2, 0, 0, 0, 0, 0, '[]', '[]', '['arfarushaida']', '[]', positive
0, 1, 1, 0, -2, -3, 0, 0, '[]', '[]', '['indonesiagaruda']', '[]', negative
0, 0, 0, 0, 0, -1, 0, 0, '[]', '[]', '['indonesiagaruda']', '[]', negative
0, 0, 2, 0, 0, 0, 0, 0, '[]', '[]', '['katasukma']', '[]', positive
0, 0, 0, 0, 0, 0, 0, 0, '[]', '[]', '['indonesiagaruda']', '[]', neutral
0, 0, 0, 0, 0, 0, 0, 0, '[]', '[]', '[]', '['#garudaindonesi1 #garudasan1 #garudawisnukencana']', neutral
0, 0, 0, 0, 0, 0, 0, 0, '[]', '[]', '[]', '[]', neutral
0, 0, 0, 0, 0, -1, 0, 0, '[]', '[]', '['nayakaniaa']', '[]', negative
0, 0, 0, 0, 0, 0, 0, 0, '[]', '[]', '['syarief_aly']', '[]', neutral
0, 0, 2, 0, 0, 0, 0, 0, '[]', '[]', '['permadiaktivi1 gowestmo1 erickthohi1 indonesiagaruda']', '[]', positive
0, 0, 0, 0, 0, 0, 0, 0, '[]', '[]', '['nanaamandaswag']', '[]', neutral
0, 0, 2, 0, 0, 0, 0, 0, '[]', '[]', '[]', '[]', positive
0, 0, 3, 0, 0, 0, 0, 0, '[]', '[]', '['destinasianid']', '[]', positive
0, 0, 1, 0, 0, -3, 0, 0, '[]', '[]', '[]', '[]', negative
0, 0, 2, 0, 0, 0, 0, 0, '[]', '[]', '['trickytricks_']', '[]', positive
0, 0, 0, 0, 0, 0, 0, 0, '[]', '[]', '[]', '['#garudaindonesia']', neutral
0, 0, 0, 0, 0, -1, 0, 0, '[]', '[]', '[]', '[]', negative
0, 0, 2, 0, 0, 0, 0, 0, '[]', '[]', '['indonesiagaruda']', '[]', positive
0, 0, 0, 0, 0, -1, 0, 0, '[]', '[]', '[]', '[]', negative
0, 0, 3, 0, 0, 0, 0, 0, '[]', '[]', '['arungjagat']', '[]', positive
0, 0, 2, 0, 0, 0, 0, 0, '[]', '[]', '[]', '[]', positive
0, 0, 1, 0, 0, 0, 0, 0, '[]', '[]', '['rinajanwar2201 idjahchadidja1 humasbkipm']', '['#onehealthkipm']', neutral
0, 0, 0, 0, 0, 0, 0, 0, '[]', '[]', '['humasbkip1 rinajanwar2201 edisant87082111 auliamonario']', '['#onehealthkipm']', neutral
0, 1, 0, 0, -1, -1, 0, 0, '[]', '[]', '['indonesiagarud1 bebasvisai1 sandboyduba1 kbri_tashken1 lagnezmo11 ampuhbay1 jameshandaj1 han_s1 mikeyam81 chuento1 hilrezz1 ivanrt01 rachmalove12']', '[]', negative
0, 0, 2, 0, 0, 0, 0, 0, '[]', '[]', '['sriwijayaair']', '[]', positive
0, 0, 2, 0, 0, 0, 0, 0, '[]', '[]', '['eugenius2012']', '[]', positive
0, 0, 0, 0, 0, 0, 0, 0, '[]', '[]', '['dennysiregar1 indonesiagarud1 erickthohi1 kpk_ri']', '[]', neutral
0, 0, 3, 0, 0, 0, 0, 0, '[]', '[]', '['citilink']', '[]', positive
0, 0, 0, 0, 0, -1, 0, 0, '[]', '[]', '[]', '[]', negative
0, 0, 1, 0, 0, -1, 0, 0, '[]', '[]', '['alvinlie21 indonesiagaruda']', '[]', neutral
0, 0, 0, 0, 0, 0, 0, 0, '[]', '[]', '[]', '[]', neutral
0, 0, 0, 0, 0, 0, 0, 0, '[]', '[]', '[]', '[]', neutral
0, 0, 0, 0, 0, -1, 0, 0, '[]', '[]', '['citilin1 hlp_ap2']', '[]', negative
0, 0, 1, 0, 0, 0, 0, 0, '[]', '[]', '['subhanhasanudin']', '[]', neutral
0, 0, 2, 0, 0, 0, 0, 0, '[]', '[]', '['tempodotc1 indonesiagaruda']', '[]', positive
0, 0, 3, 0, 0, 0, 0, 0, '[]', '[]', '[]', '['#agnmilanexp1 #17andimilanexpo']', positive
0, 0, 0, 0, 0, -1, 0, 0, '[]', '[]', '['cauu1 indonesiagaruda']', '[]', negative
0, 0, 0, 0, 0, 0, 0, 0, '[]', '[]', '['citilin1 ecacamaric1 febby_maya_sar1 fajrinherri1 aprizalijal91 waytolombok']', '['#citilinkflybanyuwangi']', neutral
0, 0, 5, 0, 0, 0, 0, 0, '[]', '[]', '['emilya_amoy']', '[]', positive
0, 0, 0, 0, 0, 0, 0, 0, '[]', '[]', '[]', '[]', neutral
0, 0, 2, 0, 0, 0, 0, 0, '[]', '[]', '[]', '[]', positive
0, 0, 3, 0, 0, 0, 0, 0, '[]', '[]', '['indonesiagaruda']', '[]', positive
0, 0, 1, 0, 0, 0, 0, 0, '[]', '[]', '['taufiq114111033']', '[]', neutral
0, 0, 0, 0, 0, -2, 0, 0, '[]', '[]', '['citilink']', '[]', negative
0, 0, 2, 0, 0, 0, 0, 0, '[]', '[]', '[]', '[]', positive
0, 0, 3, 0, 0, 0, 0, 0, '[]', '[]', '[]', '['#kartuguebeda']', positive
0, 0, 0, 0, 0, 0, 0, 0, '[]', '[]', '['ariasarlit1 annisaki1 garudacare1 indonesiagaruda']', '[]', neutral
0, 0, 0, 0, 0, 0, 0, 0, '[]', '[]', '[]', '['#peluan1 #bisnis']', neutral
0, 0, 2, 0, 0, 0, 0, 0, '[]', '[]', '[]', '[]', positive
0, 0, 0, 0, 0, 0, 0, 0, '[]', '[]', '['indonesiagaruda']', '[]', neutral
0, 0, 0, 0, 0, 0, 0, 0, '[]', '[]', '['indonesiagaruda']', '[]', neutral
0, 0, 0, 0, 0, -1, 0, 0, '[]', '[]', '['evinovi123']', '[]', negative
0, 0, 2, 0, 0, 0, 0, 0, '[]', '[]', '['citilink']', '[]', positive
0, 0, 0, 0, 0, 0, 0, 0, '[]', '[]', '['indonesiagaruda']', '[]', neutral
0, 0, 2, 0, 0, 0, 0, 0, '[]', '[]', '['indonesiagaruda']', '[]', positive
0, 0, 10, 0, 0, 0, 0, 0, '[]', '[]', '['bangputra85']', '[]', positive
0, 0, 4, 0, 0, -1, 0, 0, '[]', '[]', '['citilink']', '[]', positive
0, 1, 0, 0, -1, -1, 0, 0, '[]', '[]', '['sonopravina']', '[]', negative
0, 0, 2, 0, 0, 0, 0, 0, '[]', '[]', '['citilink']', '[]', positive
0, 0, 0, 0, 0, 0, 0, 0, '[]', '[]', '[]', '[]', neutral
0, 0, 2, 0, 0, 0, 0, 0, '[]', '[]', '['kikokfitria']', '[]', positive
0, 0, 0, 0, 0, 0, 0, 0, '[]', '[]', '['indonesiagaruda']', '[]', neutral
0, 0, 2, 0, 0, 0, 0, 0, '[]', '[]', '['avrilclean']', '[]', positive
0, 0, 1, 0, 0, 0, 0, 0, '[]', '[]', '['natalieanggi111 kemenbum1 indonesiagarud1 pln_123']', '[]', neutral
0, 0, 0, 0, 0, -1, 0, 0, '[]', '[]', '['bindrawisatry1 pacarbersam1 ayu1407']', '[]', negative
0, 0, 3, 0, 0, 0, 0, 0, '[]', '[]', '['indonesiagaruda']', '[]', positive
0, 0, 0, 0, 0, 0, 0, 0, '[]', '[]', '[]', '[]', neutral
0, 0, 2, 0, 0, 0, 0, 0, '[]', '[]', '[]', '[]', positive
0, 0, 0, 0, 0, 0, 0, 0, '[]', '[]', '[]', '['#sidomi']', neutral
0, 0, 0, 0, 0, -2, 0, 0, '[]', '[]', '['almedini1 digeeembok']', '[]', negative
0, 0, 3, 0, 0, 0, 0, 0, '[]', '[]', '['istyapanca']', '[]', positive
0, 0, 0, 0, 0, 0, 0, 0, '[]', '[]', '[]', '['#tuitjaba1 #jaba1 #tuit']', neutral
0, 0, 0, 0, 0, 0, 0, 0, '[]', '[]', '['hcahyon1 indonesiagaruda']', '[]', neutral
0, 0, 3, 0, 0, 0, 0, 0, '[]', '[]', '['tanya2rl']', '[]', positive
0, 0, 0, 0, 0, 0, 0, 0, '[]', '[]', '['asyaifulaziz']', '[]', neutral
0, 1, 0, 0, -1, -1, 0, 0, '[]', '[]', '['indonesiagaruda']', '[]', negative
0, 0, 0, 0, 0, -1, 0, 0, '[]', '[]', '['citilink']', '[]', negative
0, 0, 3, 0, 0, 0, 0, 0, '[]', '[]', '[]', '[]', positive
0, 0, 1, 0, 0, 0, 0, 0, '[]', '[]', '['citilink']', '['#citilinkflybanyuwangi']', neutral
0, 0, 2, 0, 0, 0, 0, 0, '[]', '[]', '[]', '[]', positive
0, 0, 0, 0, 0, -1, 0, 0, '[]', '[]', '['dvrddvr1 lionairgrou1 indonesiagarud1 jokowi']', '[]', negative
