p,2p,3p,1n,2n,3n,ep,en,date,time,mention,hashtag,Class
0, 0, 0, 0, 0, -1, 0, 0, '[]', '[]', '[]', '[]', negative
0, 0, 0, 0, 0, -1, 0, 0, '[]', '[]', '['citilink']', '['#repost']', negative
0, 0, 0, 0, 0, -1, 0, 0, '[]', '[]', '['thepopo1 indonesiagarud1 digeeembok']', '[]', negative
0, 0, 1, 0, 0, -2, 0, 0, '[]', '[]', '['masrukhin_07']', '[]', negative
0, 0, 1, 0, 0, -2, 0, 0, '[]', '[]', '['pegipeg1 transnusa_id1 citilink']', '[]', negative
0, 0, 0, 0, 0, -1, 0, 0, '[]', '[]', '['mosseahmed']', '[]', negative
0, 0, 0, 0, 0, -1, 0, 0, '[]', '[]', '['citilink']', '['#citilinkflybanyuwangi']', negative
0, 0, 0, 0, 0, -1, 0, 0, '[]', '[]', '['indonesiagarud1 citilin1 sriwijayaai1 lionairi1 ylki_i1 mahasiswa_id1 pb_hm1 kahminasiona1 kammi_pusa1 gerindr1 pksejahtera']', '[]', negative
0, 0, 0, 0, 0, -2, 0, 0, '[]', '[]', '[]', '[]', negative
0, 0, 0, 0, 0, -1, 0, 0, '[]', '[]', '[]', '[]', negative
0, 0, 0, 0, 0, -1, 0, 0, '[]', '[]', '['airbu1 indonesiagaruda']', '[\'#a331 #a331 #a381 #a350\']', negative
0, 0, 1, 0, 0, -2, 0, 0, '[]', '[]', '['edhie_baskor1 fpd_dp1 dpr_r1 kemenda1 pdemokrat']', '[]', negative
0, 0, 0, 0, 0, -1, 0, 0, '[]', '[]', '['citilink']', '[]', negative
0, 1, 0, 0, -1, -1, 0, 0, '[]', '[]', '['maulinda_aniet']', '[]', negative
0, 0, 0, 0, 0, -1, 0, 0, '[]', '[]', '['travelok1 citilink']', '[]', negative
0, 0, 0, 0, 0, -1, 0, 0, '[]', '[]', '['citilink']', '[]', negative
0, 0, 0, 0, 0, -1, 0, 0, '[]', '[]', '[]', '[]', negative
0, 0, 0, 0, 0, -2, 0, 0, '[]', '[]', '[]', '['#welcometojakartaexo']', negative
0, 0, 0, 0, 0, -1, 0, 0, '[]', '[]', '[]', '['#tiket2indonesia']', negative
0, 0, 0, 0, 0, -1, 0, 0, '[]', '[]', '[]', '[]', negative
0, 0, 0, 0, 0, -1, 0, 0, '[]', '[]', '['evaamirt1 sriwijayaair']', '[]', negative
0, 0, 1, 0, 0, -2, 0, 0, '[]', '[]', '[]', '['#papua']', negative
0, 0, 0, 0, 0, -1, 0, 0, '[]', '[]', '['eintdy']', '[]', negative
0, 1, 0, 0, -1, -1, 0, 0, '[]', '[]', '['karniilya1 lionairi1 indonesiagarud1 citilin1 kemenhub151 saidid1 fadlizo1 gemacan71 tvonenew1 rmolc1 wartapolitik']', '[]', negative
0, 0, 0, 0, 0, -1, 0, 0, '[]', '[]', '[]', '['#shopeeid']', negative
0, 0, 0, 0, 0, -1, 0, 0, '[]', '[]', '[]', '[]', negative
0, 0, 0, 0, 0, -2, 0, 0, '[]', '[]', '[]', '[]', negative
0, 0, 0, 0, 0, -1, 0, 0, '[]', '[]', '['indonesiagaruda']', '[]', negative
0, 0, 0, 0, 0, -1, 0, 0, '[]', '[]', '['han_s1 aryacokronegor1 havasoegrosen1 citilin1 bebasvisai1 jameshandaj1 ivanrt01 chuento1 mikeyam81 lagnezmo17']', '[]', negative
0, 1, 0, 0, -1, -1, 0, 0, '[]', '[]', '['nabilahgaluh1']', '[]', negative
0, 0, 0, 0, 0, -1, 0, 0, '[]', '[]', '['citilink']', '['#citilinkflybanyuwangi']', negative
0, 0, 0, 0, 0, -1, 0, 0, '[]', '[]', '[]', '[]', negative
0, 0, 0, 0, 0, -1, 0, 0, '[]', '[]', '['puinanda']', '[]', negative
0, 0, 0, 0, 0, -2, 0, 0, '[]', '[]', '['garudacare1 indonesiagaruda']', '[]', negative
0, 0, 0, 0, 0, -1, 0, 0, '[]', '[]', '[]', '[]', negative
0, 0, 0, 0, 0, -1, 0, 0, '[]', '[]', '['panca61 mgreantar1 penyejuk_hati1 arieparikesi1 indonesiagaruda']', '[]', negative
0, 0, 0, 0, 0, -1, 0, 0, '[]', '[]', '['aris_koesjay']', '[]', negative
0, 0, 1, 0, 0, -2, 0, 0, '[]', '[]', '[]', '[]', negative
0, 0, 1, 0, 0, -2, 0, 0, '[]', '[]', '['adnaoy']', '[]', negative
0, 0, 0, 0, 0, -2, 0, 0, '[]', '[]', '[]', '[]', negative
0, 0, 1, 0, 0, -2, 0, 0, '[]', '[]', '[]', '[]', negative
0, 0, 0, 0, 0, -1, 0, 0, '[]', '[]', '['indonesiagaruda']', '[]', negative
0, 0, 0, 0, 0, -1, 0, 0, '[]', '[]', '['aruvisan']', '[]', negative
0, 0, 1, 0, 0, -2, 0, 0, '[]', '[]', '['mas__piyuu1 umaralim1 indonesiagaruda']', '[]', negative
0, 0, 0, 0, 0, -1, 0, 0, '[]', '[]', '[]', '['#openfollo1 #jfb']', negative
0, 0, 0, 0, 0, -1, 0, 0, '[]', '[]', '['humasbkip1 darwis_skipml1 rinajanwar2201']', '['#onehealthkipm']', negative
0, 0, 0, 0, 0, -1, 0, 0, '[]', '[]', '[]', '['#mv7503']', negative
0, 0, 1, 0, 0, -3, 0, 0, '[]', '[]', '['indonesiagarud1 gerry1 partaisocmed']', '[]', negative
0, 0, 0, 0, 0, -1, 0, 0, '[]', '[]', '['xpressair']', '[]', negative
0, 0, 0, 0, 0, -1, 0, 0, '[]', '[]', '['detikco1 detikfinanc1 indonesiagaruda']', '[]', negative
0, 0, 1, 0, 0, -2, 0, 0, '[]', '[]', '['nadiafortuna4']', '['#gamedanamsterdam']', negative
0, 0, 0, 0, 0, -2, 0, 0, '[]', '[]', '['kpk_ri']', '[]', negative
0, 1, 2, 0, -2, -3, 0, 0, '[]', '[]', '[]', '[]', negative
0, 1, 0, 0, -1, -3, 0, 0, '[]', '[]', '['garudacares']', '[]', negative
0, 1, 1, 0, -2, -2, 0, 0, '[]', '[]', '['citilink']', '[]', negative
0, 0, 1, 0, 0, -5, 0, 0, '[]', '[]', '[]', '[]', negative
0, 0, 0, 0, 0, -2, 0, 0, '[]', '[]', '['citilink']', '[]', negative
0, 0, 0, 0, 0, -1, 0, 0, '[]', '[]', '['tike1 sriwijayaair']', '[]', negative
0, 2, 0, 0, -2, -2, 0, 0, '[]', '[]', '[]', '[]', negative
0, 0, 1, 0, 0, -2, 0, 0, '[]', '[]', '['indonesiagarud1 kemenhub151']', '[]', negative
0, 0, 0, 0, 0, -1, 0, 0, '[]', '[]', '['nayakaniaa']', '[]', negative
0, 0, 0, 0, 0, -1, 0, 0, '[]', '[]', '['lionairi1 lionairgrou1 lionairnew1 sriwijayaai1 djpu151 budikaryas']', '[]', negative
0, 0, 0, 0, 0, -2, 0, 0, '[]', '[]', '['sriwijayaair']', '[]', negative
0, 0, 0, 0, 0, -1, 0, 0, '[]', '[]', '['iwildan']', '[]', negative
0, 0, 0, 0, 0, -2, 0, 0, '[]', '[]', '[]', '[]', negative
0, 0, 0, 0, 0, -1, 0, 0, '[]', '[]', '[]', '[]', negative
0, 0, 0, 0, 0, -3, 0, 0, '[]', '[]', '[]', '[]', negative
0, 1, 0, 0, -1, -1, 0, 0, '[]', '[]', '['citilink']', '[]', negative
0, 0, 1, 0, 0, -4, 0, 0, '[]', '[]', '['citilink']', '[]', negative
0, 0, 0, 0, 0, -1, 0, 0, '[]', '[]', '[]', '['#ap1 #avse1 #lionai1 #sriwijayaai1 #riauair']', negative
0, 0, 0, 0, 0, -1, 0, 0, '[]', '[]', '['wanazmi21']', '[]', negative
0, 0, 0, 0, 0, -1, 0, 0, '[]', '[]', '['satriomahardika']', '[]', negative
0, 0, 0, 0, 0, -1, 0, 0, '[]', '[]', '['aryprasetyo81 indonesiagarud1 alvinolul1 cintada11 mochamadari1 my_loveneb1 nannyalexendr1 satriohendr1 erickthohir']', '[]', negative
0, 0, 0, 0, 0, -2, 0, 0, '[]', '[]', '[]', '['#sinarharian']', negative
0, 0, 0, 0, 0, -1, 0, 0, '[]', '[]', '[]', '[]', negative
0, 0, 0, 0, 0, -1, 0, 0, '[]', '[]', '['citilink']', '[]', negative
0, 0, 0, 0, 0, -1, 0, 0, '[]', '[]', '[]', '['#jakart1 #semaran1 #citilink']', negative
0, 0, 0, 0, 0, -1, 0, 0, '[]', '[]', '[]', '[]', negative
0, 1, 2, 0, -1, -3, 0, 0, '[]', '[]', '['indonesiagaruda']', '[]', negative
0, 0, 0, 0, 0, -1, 0, 0, '[]', '[]', '['aris_koesjay']', '[]', negative
0, 0, 0, 0, 0, -1, 0, 0, '[]', '[]', '[]', '[]', negative
0, 0, 1, 0, 0, -2, 0, 0, '[]', '[]', '['indonesiagaruda']', '[]', negative
0, 0, 1, 0, 0, -3, 0, 0, '[]', '[]', '['alitingting1 habibthin1 dvrddvr1 ojk1 indonesiagarud1 kemenbum1 kemenhub151 perekonomianri']', '[]', negative
0, 1, 0, 0, -1, -1, 0, 0, '[]', '[]', '['afiqahmasdzuki']', '['#bahasa']', negative
0, 2, 1, 0, -3, -6, 0, 0, '[]', '[]', '['indonesiagaruda']', '[]', negative
0, 0, 0, 0, 0, -1, 0, 0, '[]', '[]', '[]', '[]', negative
0, 0, 0, 0, 0, -1, 0, 0, '[]', '[]', '['edenesia1 citilink']', '[]', negative
0, 0, 0, 0, 0, -1, 0, 0, '[]', '[]', '[]', '[]', negative
0, 0, 0, 0, 0, -1, 0, 0, '[]', '[]', '[]', '[]', negative
0, 1, 2, 0, -1, -3, 0, 0, '[]', '[]', '['rajabutarbutar']', '[]', negative
0, 0, 0, 0, 0, -2, 0, 0, '[]', '[]', '['sriwijayaai1 sriwijayaairbp1 ylki_id']', '[]', negative
0, 0, 0, 0, 0, -1, 0, 0, '[]', '[]', '[]', '[]', negative
0, 0, 0, 0, 0, -2, 0, 0, '[]', '[]', '['citilin1 infomenhu1 budikaryas']', '[]', negative
0, 0, 0, 0, 0, -1, 0, 0, '[]', '[]', '['indonesiagaruda']', '[]', negative
0, 0, 0, 0, 0, -3, 0, 0, '[]', '[]', '['citilink']', '[]', negative
0, 0, 0, 0, 0, -1, 0, 0, '[]', '[]', '[]', '[]', negative
0, 0, 0, 0, 0, -1, 0, 0, '[]', '[]', '[]', '[]', negative
0, 1, 1, 0, -1, -2, 0, 0, '[]', '[]', '['jacklinzoya']', '[]', negative
0, 0, 0, 0, 0, -1, 0, 0, '[]', '[]', '['mohmahfudm1 indonesiagaruda']', '[]', negative
0, 1, 0, 0, -1, -2, 0, 0, '[]', '[]', '['pengarang_puis1 munafikun1 next_j21 indonesiagaruda']', '[]', negative
0, 0, 0, 0, 0, -1, 0, 0, '[]', '[]', '[]', '[]', negative
0, 1, 3, 0, -1, -6, 0, 0, '[]', '[]', '['sriwijayaair']', '[]', negative
0, 0, 0, 0, 0, -1, 0, 0, '[]', '[]', '[]', '[]', negative
0, 0, 0, 0, 0, -1, 0, 0, '[]', '[]', '[]', '[]', negative
0, 0, 1, 0, 0, -2, 0, 0, '[]', '[]', '[]', '[]', negative
0, 0, 0, 0, 0, -1, 0, 0, '[]', '[]', '[]', '[]', negative
0, 0, 0, 0, 0, -1, 0, 0, '[]', '[]', '['sriwijayaair']', '[]', negative
0, 0, 0, 0, 0, -1, 0, 0, '[]', '[]', '['citilin1 sub_ap1 djpu151 jokow1 kemenhub151']', '[]', negative
0, 1, 0, 0, -1, -1, 0, 0, '[]', '[]', '['nadaeprilia']', '[]', negative
0, 1, 0, 0, -1, -1, 0, 0, '[]', '[]', '['anakkolong1 q_r301 digeeembo1 indonesiagarud1 erickthohir']', '[]', negative
0, 0, 0, 0, 0, -1, 0, 0, '[]', '[]', '['detikco1 detikfinanc1 indonesiagarud1 sriwijayaai1 lionairgrou1 inaca2011 budikarya1 kemenhub151 jokow1 pak_j1 pramonoanung']', '[]', negative
0, 0, 0, 0, 0, -1, 0, 0, '[]', '[]', '['adnaoy']', '[]', negative
0, 1, 2, 0, -1, -4, 0, 0, '[]', '[]', '['widyandaru1 jackodanis1 liem_id']', '[]', negative
0, 0, 0, 0, 0, -1, 0, 0, '[]', '[]', '['hlp_ap2']', '[]', negative
0, 0, 0, 0, 0, -1, 0, 0, '[]', '[]', '['muhammadbayu']', '[]', negative
0, 1, 0, 0, -1, -1, 0, 0, '[]', '[]', '['ndutz_ric1 mediaindonesia']', '[]', negative
0, 0, 0, 0, 0, -1, 0, 0, '[]', '[]', '['partaisocmed']', '[]', negative
0, 0, 0, 0, 0, -1, 0, 0, '[]', '[]', '['adjisdoaib1 citilink']', '[]', negative
0, 0, 0, 0, 0, -1, 0, 0, '[]', '[]', '[]', '['#megaat1 #bankmega']', negative
0, 0, 0, 0, 0, -1, 0, 0, '[]', '[]', '['citilink']', '[]', negative
0, 0, 1, 0, 0, -2, 0, 0, '[]', '[]', '[]', '[]', negative
0, 0, 2, 0, 0, -3, 0, 0, '[]', '[]', '['citilink']', '[]', negative
0, 0, 0, 0, 0, -1, 0, 0, '[]', '[]', '['indonesiagaruda']', '[]', negative
0, 0, 0, 0, 0, -1, 0, 0, '[]', '[]', '[]', '['#beritaupdate']', negative
0, 0, 0, 0, 0, -1, 0, 0, '[]', '[]', '[]', '['#batikbontang']', negative
0, 0, 0, 0, 0, -2, 0, 0, '[]', '[]', '['pipi1 apreiskagilang']', '[]', negative
0, 0, 0, 0, 0, -1, 0, 0, '[]', '[]', '[]', '[]', negative
0, 0, 0, 0, 0, -1, 0, 0, '[]', '[]', '[]', '[]', negative
0, 0, 2, 0, 0, -3, 0, 0, '[]', '[]', '['melinasary']', '[]', negative
0, 1, 1, 0, -1, -2, 0, 0, '[]', '[]', '['shopeecare']', '[]', negative
0, 0, 0, 0, 0, -1, 0, 0, '[]', '[]', '[]', '[]', negative
0, 1, 0, 0, -1, -1, 0, 0, '[]', '[]', '['asyaifulaziz']', '[]', negative
0, 0, 0, 0, 0, -1, 0, 0, '[]', '[]', '['aparatmat1 citilink']', '[]', negative
0, 0, 0, 0, 0, -1, 0, 0, '[]', '[]', '[]', '[]', negative
0, 0, 0, 0, 0, -1, 0, 0, '[]', '[]', '[]', '[]', negative
0, 0, 0, 0, 0, -1, 0, 0, '[]', '[]', '['citilink']', '[]', negative
0, 1, 0, 0, -1, -2, 0, 0, '[]', '[]', '['ummi_l23']', '[]', negative
0, 0, 0, 0, 0, -1, 0, 0, '[]', '[]', '['poeticpictur1 citilink']', '[]', negative
0, 0, 0, 0, 0, -1, 0, 0, '[]', '[]', '[]', '[]', negative
0, 0, 0, 0, 0, -1, 0, 0, '[]', '[]', '[]', '[]', negative
0, 0, 0, 0, 0, -1, 0, 0, '[]', '[]', '['r_adi08']', '[]', negative
0, 0, 0, 0, 0, -1, 0, 0, '[]', '[]', '[]', '[]', negative
0, 0, 0, 0, 0, -1, 0, 0, '[]', '[]', '['mas_ig1 citilink']', '[]', negative
0, 0, 0, 0, 0, -1, 0, 0, '[]', '[]', '['handokotjung']', '[]', negative
0, 0, 0, 0, 0, -1, 0, 0, '[]', '[]', '[]', '[]', negative
0, 0, 0, 0, 0, -1, 0, 0, '[]', '[]', '['garudacare1 indonesiagaruda']', '[]', negative
0, 0, 0, 0, 0, -1, 0, 0, '[]', '[]', '[]', '['#citilin1 #meda1 #banda']', negative
0, 0, 0, 0, 0, -1, 0, 0, '[]', '[]', '[]', '[]', negative
0, 0, 0, 0, 0, -2, 0, 0, '[]', '[]', '[]', '[]', negative
0, 1, 1, 0, -1, -4, 0, 0, '[]', '[]', '['sriwijayaai1 indonesiagarud1 kemenhub151 ylki_i1 kemenbum1 aviationwee1 iata']', '[]', negative
0, 1, 2, 0, -2, -3, 0, 0, '[]', '[]', '[]', '[]', negative
0, 0, 0, 0, 0, -3, 0, 0, '[]', '[]', '['hztao02']', '[]', negative
0, 0, 0, 0, 0, -1, 0, 0, '[]', '[]', '['citilink']', '[]', negative
0, 0, 0, 0, 0, -1, 0, 0, '[]', '[]', '[]', '[]', negative
0, 0, 0, 0, 0, -1, 0, 0, '[]', '[]', '['indostransfer']', '[]', negative
0, 0, 1, 0, 0, -2, 0, 0, '[]', '[]', '[]', '[]', negative
0, 0, 0, 0, 0, -2, 0, 0, '[]', '[]', '['aiek__channe1 indonesiagarud1 erickthohir']', '['#hamsuramdimasajae']', negative
0, 0, 0, 0, 0, -1, 0, 0, '[]', '[]', '['indonesiagaruda']', '[]', negative
0, 0, 0, 0, 0, -2, 0, 0, '[]', '[]', '['ivan_skyteam']', '[]', negative
0, 0, 0, 0, 0, -1, 0, 0, '[]', '[]', '['garudacares']', '[]', negative
0, 0, 0, 0, 0, -2, 0, 0, '[]', '[]', '['dutaindomie']', '[]', negative
0, 0, 1, 0, 0, -3, 0, 0, '[]', '[]', '['partaisocme1 jokow1 indonesiagaruda']', '[]', negative
0, 0, 0, 0, 0, -1, 0, 0, '[]', '[]', '[]', '[]', negative
0, 0, 1, 0, 0, -2, 0, 0, '[]', '[]', '[]', '[]', negative
0, 0, 1, 0, 0, -2, 0, 0, '[]', '[]', '['mutiadnl']', '[]', negative
0, 1, 0, 0, -1, -1, 0, 0, '[]', '[]', '['wikidp1 indonesiagaruda']', '['#kom5']', negative
0, 1, 0, 0, -1, -1, 0, 0, '[]', '[]', '['citilink']', '[]', negative
0, 0, 0, 0, 0, -1, 0, 0, '[]', '[]', '['indonesiagaruda']', '[]', negative
0, 0, 0, 0, 0, -1, 0, 0, '[]', '[]', '['crazysmartasian']', '[]', negative
0, 0, 0, 0, 0, -1, 0, 0, '[]', '[]', '['dheedian']', '[]', negative
0, 0, 0, 0, 0, -1, 0, 0, '[]', '[]', '[]', '[]', negative
0, 0, 0, 0, 0, -2, 0, 0, '[]', '[]', '['sriwijayaair']', '[]', negative
0, 0, 0, 0, 0, -1, 0, 0, '[]', '[]', '['indonesiagaruda']', '[]', negative
0, 1, 0, 0, -1, -1, 0, 0, '[]', '[]', '['ekasulvijayanti']', '[]', negative
0, 0, 1, 0, 0, -2, 0, 0, '[]', '[]', '['dtimo1 indonesiagaruda']', '[]', negative
0, 0, 1, 0, 0, -2, 0, 0, '[]', '[]', '['konicblackwell']', '[]', negative
0, 0, 0, 0, 0, -1, 0, 0, '[]', '[]', '[]', '[]', negative
0, 0, 0, 0, 0, -1, 0, 0, '[]', '[]', '[]', '[]', negative
0, 0, 1, 0, 0, -2, 0, 0, '[]', '[]', '[]', '[]', negative
0, 1, 1, 0, -2, -3, 0, 0, '[]', '[]', '['kai121']', '[]', negative
0, 0, 0, 0, 0, -1, 0, 0, '[]', '[]', '['silverrmist1 berburusale_']', '[]', negative
0, 0, 0, 0, 0, -2, 0, 0, '[]', '[]', '[]', '[]', negative
0, 0, 0, 0, 0, -2, 0, 0, '[]', '[]', '['dsuperboy']', '[]', negative
0, 0, 0, 0, 0, -1, 0, 0, '[]', '[]', '['donnynovanto']', '[]', negative
0, 0, 0, 0, 0, -2, 0, 0, '[]', '[]', '['deandr1 ronaviolet1 indonesiagarud1 uyokbac1 stevaniehuang1 tofagarisluru1 lukmansaifuddi1 arwidod1 jonrugintingne1 ustadtengkuzul']', '['#parah']', negative
0, 0, 0, 0, 0, -1, 0, 0, '[]', '[]', '[]', '[]', negative
0, 1, 0, 0, -1, -1, 0, 0, '[]', '[]', '['citilink']', '[]', negative
0, 0, 0, 0, 0, -2, 0, 0, '[]', '[]', '['asyaifulaziz']', '[]', negative
0, 0, 0, 0, 0, -1, 0, 0, '[]', '[]', '[]', '[]', negative
0, 0, 0, 0, 0, -1, 0, 0, '[]', '[]', '[]', '['#borobudurmarathon2011 #bjbm2017']', negative
0, 1, 1, 0, -1, -3, 0, 0, '[]', '[]', '[]', '[]', negative
0, 0, 0, 0, 0, -1, 0, 0, '[]', '[]', '[]', '['#sriwijayaair']', negative
0, 0, 0, 0, 0, -1, 0, 0, '[]', '[]', '[]', '[]', negative
0, 0, 0, 0, 0, -1, 0, 0, '[]', '[]', '['didotz1991 sriwijayaair']', '[]', negative
0, 0, 0, 0, 0, -1, 0, 0, '[]', '[]', '['nurulh1 citilin1 batikairin1 lionairi1 lionairgrou1 kemenhub151']', '[]', negative
0, 0, 0, 0, 0, -1, 0, 0, '[]', '[]', '['sriwijayaair']', '[]', negative
0, 0, 0, 0, 0, -2, 0, 0, '[]', '[]', '['jalanpelanpela1 sriwijayaair']', '[]', negative
0, 0, 0, 0, 0, -1, 0, 0, '[]', '[]', '['citilink']', '[]', negative
0, 0, 0, 0, 0, -1, 0, 0, '[]', '[]', '[]', '['#tiket2indonesia']', negative
0, 0, 0, 0, 0, -1, 0, 0, '[]', '[]', '['citilink']', '[]', negative
0, 0, 0, 0, 0, -1, 0, 0, '[]', '[]', '[]', '['#tiket2indonesia']', negative
0, 2, 2, 0, -3, -4, 0, 0, '[]', '[]', '['kangdede71 riuutomorizk1 indonesiagaruda']', '[]', negative
0, 1, 0, 0, -1, -2, 0, 0, '[]', '[]', '['syarief_aly']', '[]', negative
0, 0, 0, 0, 0, -1, 0, 0, '[]', '[]', '['citilink']', '[]', negative
0, 0, 2, 0, 0, -3, 0, 0, '[]', '[]', '[]', '[]', negative
0, 0, 0, 0, 0, -1, 0, 0, '[]', '[]', '[]', '[]', negative
0, 0, 1, 0, 0, -2, 0, 0, '[]', '[]', '[]', '[]', negative
0, 0, 0, 0, 0, -1, 0, 0, '[]', '[]', '[]', '[]', negative
0, 0, 0, 0, 0, -1, 0, 0, '[]', '[]', '[]', '[]', negative
0, 0, 0, 0, 0, -1, 0, 0, '[]', '[]', '['citilink']', '[]', negative
0, 0, 0, 0, 0, -1, 0, 0, '[]', '[]', '[]', '[]', negative
0, 0, 0, 0, 0, -2, 0, 0, '[]', '[]', '[]', '[]', negative
0, 0, 1, 0, 0, -3, 0, 0, '[]', '[]', '['radioelshint1 detikco1 officialinewst1 mncnewsroo1 angkasapura_1 citilink']', '[]', negative
0, 0, 0, 0, 0, -1, 0, 0, '[]', '[]', '['nananmulyana2']', '[]', negative
0, 0, 0, 0, 0, -2, 0, 0, '[]', '[]', '['sriwijayaair']', '[]', negative
0, 0, 0, 0, 0, -1, 0, 0, '[]', '[]', '[]', '[]', negative
0, 1, 0, 0, -1, -1, 0, 0, '[]', '[]', '['hippieshijau']', '[]', negative
0, 2, 2, 0, -3, -4, 0, 0, '[]', '[]', '['jokow1 indonesiagarud1 mprgoi1 dpr_r1 kspgoi1 setkabgoi1 kpk_ri']', '[]', negative
0, 0, 1, 0, 0, -3, 0, 0, '[]', '[]', '['sriwijayaair']', '[]', negative
0, 0, 0, 0, 0, -1, 0, 0, '[]', '[]', '['airasia_ind1 ma1 indonesiagaruda']', '['#tiketpesawattakwajar']', negative
0, 0, 0, 0, 0, -2, 0, 0, '[]', '[]', '['sriwijayaair']', '[]', negative
0, 1, 0, 0, -1, -1, 0, 0, '[]', '[]', '['25_fathur']', '[]', negative
0, 0, 0, 0, 0, -1, 0, 0, '[]', '[]', '['wwrizk1 sriwijayaai1 inisatri1 tynktun1 daisymow']', '[]', negative
0, 0, 0, 0, 0, -2, 0, 0, '[]', '[]', '[]', '[]', negative
0, 1, 1, 0, -1, -3, 0, 0, '[]', '[]', '[]', '[]', negative
0, 0, 0, 0, 0, -1, 0, 0, '[]', '[]', '['imnainggola1 contactap1 guritnapraman1 jokow1 kyaimarufamin']', '[]', negative
0, 0, 2, 0, 0, -3, 0, 0, '[]', '[]', '[]', '[]', negative
0, 0, 0, 0, 0, -2, 0, 0, '[]', '[]', '[]', '[]', negative
0, 0, 0, 0, 0, -1, 0, 0, '[]', '[]', '['letinaalejandro']', '[]', negative
0, 1, 0, 0, -1, -2, 0, 0, '[]', '[]', '['dsuperboy']', '[]', negative
0, 0, 0, 0, 0, -1, 0, 0, '[]', '[]', '['aramalina']', '[]', negative
0, 0, 0, 0, 0, -2, 0, 0, '[]', '[]', '[]', '[]', negative
0, 0, 0, 0, 0, -1, 0, 0, '[]', '[]', '['citilink']', '[]', negative
0, 0, 0, 0, 0, -1, 0, 0, '[]', '[]', '['aditboluu']', '[]', negative
0, 0, 1, 0, 0, -2, 0, 0, '[]', '[]', '[]', '['#garudaindonesia']', negative
0, 0, 0, 0, 0, -1, 0, 0, '[]', '[]', '['ekaristi77']', '[]', negative
0, 1, 0, 0, -1, -1, 0, 0, '[]', '[]', '['indonesiagaruda']', '[]', negative
0, 0, 0, 0, 0, -1, 0, 0, '[]', '[]', '['beacukair1 kemenkeur1 indonesiagaruda']', '[]', negative
0, 2, 1, 0, -2, -2, 0, 0, '[]', '[]', '['friskaberli']', '[]', negative
0, 0, 0, 0, 0, -1, 0, 0, '[]', '[]', '[]', '[]', negative
0, 0, 1, 0, 0, -2, 0, 0, '[]', '[]', '['wawanesi1 indonesiagaruda']', '[]', negative
0, 0, 1, 0, 0, -2, 0, 0, '[]', '[]', '['dimskyprasetyo']', '[]', negative
0, 0, 0, 0, 0, -1, 0, 0, '[]', '[]', '[]', '[]', negative
0, 0, 0, 0, 0, -1, 0, 0, '[]', '[]', '['citilink']', '[]', negative
0, 0, 0, 0, 0, -1, 0, 0, '[]', '[]', '[]', '[]', negative
0, 0, 0, 0, 0, -2, 0, 0, '[]', '[]', '['ekorakhman']', '[]', negative
0, 0, 2, 0, 0, -4, 0, 0, '[]', '[]', '['hoorangi1 ljhloveyoualone']', '[]', negative
0, 1, 0, 0, -1, -1, 0, 0, '[]', '[]', '['andyanur']', '[]', negative
0, 0, 0, 0, 0, -1, 0, 0, '[]', '[]', '[]', '[]', negative
0, 0, 0, 0, 0, -1, 0, 0, '[]', '[]', '['adityaexact']', '[]', negative
0, 0, 0, 0, 0, -2, 0, 0, '[]', '[]', '[]', '['#negaradicaplokkonglomerat']', negative
0, 0, 0, 0, 0, -1, 0, 0, '[]', '[]', '[]', '[]', negative
0, 1, 0, 0, -1, -2, 0, 0, '[]', '[]', '['blink1time']', '[]', negative
0, 0, 0, 0, 0, -1, 0, 0, '[]', '[]', '['sriwijayaair']', '[]', negative
0, 0, 0, 0, 0, -2, 0, 0, '[]', '[]', '['citilin1 gerrys']', '[]', negative
0, 0, 1, 0, 0, -4, 0, 0, '[]', '[]', '['lulilyla']', '[]', negative
0, 1, 0, 0, -1, -2, 0, 0, '[]', '[]', '['chatibbasr1 kh_notodiputro']', '[]', negative
0, 0, 0, 0, 0, -2, 0, 0, '[]', '[]', '[]', '[]', negative
0, 1, 0, 0, -1, -1, 0, 0, '[]', '[]', '[]', '[]', negative
0, 0, 0, 0, 0, -1, 0, 0, '[]', '[]', '['sujarwo901']', '[]', negative
0, 0, 0, 0, 0, -1, 0, 0, '[]', '[]', '['citilink']', '[]', negative
0, 0, 0, 0, 0, -1, 0, 0, '[]', '[]', '[]', '[]', negative
0, 0, 0, 0, 0, -4, 0, 0, '[]', '[]', '['indonesiagarud1 citilin1 sriwijayaai1 batikairin1 lionairid']', '[]', negative
0, 0, 0, 0, 0, -3, 0, 0, '[]', '[]', '['lhelylalil1 kai121 citilink']', '[]', negative
0, 0, 0, 0, 0, -1, 0, 0, '[]', '[]', '[]', '[]', negative
0, 0, 0, 0, 0, -1, 0, 0, '[]', '[]', '['cakeppokokny1 kumpara1 indonesiagarud1 citilin1 sriwijayaair']', '[]', negative
0, 1, 0, 0, -1, -3, 0, 0, '[]', '[]', '['sriwijayaai1 indonesiagaruda']', '[]', negative
0, 0, 0, 0, 0, -1, 0, 0, '[]', '[]', '[]', '[]', negative
0, 0, 0, 0, 0, -2, 0, 0, '[]', '[]', '['foodfess2']', '[]', negative
0, 0, 1, 0, 0, -3, 0, 0, '[]', '[]', '[]', '[]', negative
0, 0, 1, 0, 0, -2, 0, 0, '[]', '[]', '[]', '[]', negative
