x,y
1,4364.070653402215
51,3286.950154961103
101,1759.8964900115343
151,640.8190222970151
201,198.9610059502511
251,80.4515721246031
301,46.64309049734297
351,32.48919804450534
401,21.449835938881264
451,16.422791473976513
501,13.285218308173507
551,11.122314866643041
601,9.542881653785747
651,8.34137002961632
701,7.398393827377354
751,6.639783994589048
801,6.017069054453071
851,5.4972703687899225
901,5.057196504313973
951,4.6800804257699165
1001,4.353510118589215
1051,4.068108137119597
1101,3.816662489497501
1151,3.593538989035984
1201,3.3942744316015143
1251,3.2152890154386644
1301,3.0536792335037237
1351,2.907066207531018
1401,2.773482934876101
1451,2.6512893095223067
1501,2.5391072718776773
1551,2.435770751206331
1601,2.340286618892542
1651,2.2518039344566234
1701,2.169589505350853
1751,2.093008302370495
1801,2.021507644297682
1851,1.9546043340006498
1901,1.8918741244743336
1951,1.8329430382016707
2001,1.777480171253273
2051,1.7251916948338677
2101,1.6758158286752751
2151,1.629118607876178
2201,1.5848903011955902
2251,1.542942367050397
2301,1.503104855582905
2351,1.4652241825422978
2401,1.4291612144986108
2451,1.3947896158776198
2501,1.3619944170755782
2551,1.3306707700027416
2601,1.3007228631058698
2651,1.2720629725855943
2701,1.244610630321466
2751,1.2182918921281232
2801,1.1930386925424532
2851,1.1687882744656686
2901,1.1454826837387295
2951,1.1230683202094478
3001,1.1014955380810887
3051,1.0807182893516427
3101,1.0606938050368022
3151,1.0413823095951513
3201,1.0227467645992225
3251,1.004752638225388
3301,0.9873676975840115
3351,0.9705618213008094
3401,0.954306830084264
3451,0.938576333304046
3501,0.9233455898460703
3551,0.9085913817189202
3601,0.8942918990762048
3651,0.8804266354688048
3701,0.86697629228365
3751,0.8539226914452999
3801,0.8412486955611297
3851,0.8289381347793073
3901,0.8169757397135743
3951,0.8053470798568392
4001,0.7940385069670479
4051,0.7830371029640035
4101,0.7723306319250929
4151,0.7619074958097839
4201,0.7517566935770819
4251,0.7418677834014287
4301,0.7322308477125018
4351,0.7228364608199628
4401,0.7136756589020216
4451,0.7047399121572953
4501,0.6960210989442767
4551,0.6875114817419076
4601,0.6792036847867984
4651,0.6710906732470915
4701,0.6631657338202703
4751,0.6554224566330512
4801,0.6478547183497725
4851,0.6404566663922829
4901,0.6332227041912908
4951,0.626147477385571
5001,0.6192258609048976
5051,0.612452946867969
5101,0.605824033235634
5151,0.5993346131691968
5201,0.5929803650368759
5251,0.5867571430306219
5301,0.5806609683428524
5351,0.5746880208694108
5401,0.5688346314009689
5451,0.5630972742702829
5501,0.557472560423321
5551,0.5519572308871176
5601,0.546548150609281
5651,0.5412423026416229
5701,0.5360367826486497
5751,0.5309287937180535
5801,0.5259156414571989
5851,0.5209947293518958
5901,0.5161635543761887
5951,0.5114197028362628
6001,0.5067608464328447
6051,0.5021847385287925
6101,0.4976892106124301
6151,0.49327216894092096
6201,0.4889315913548368
6251,0.48466552425544474
6301,0.48047207973126493
6351,0.4763494328298868
6401,0.47229581896199624
6451,0.468309531435465
6501,0.46438891910550606
6551,0.46053238414111675
6601,0.4567383798961802
6651,0.45300540888402063
6701,0.4493320208430691
6751,0.44571681089729265
6801,0.4421584177994385
6851,0.43865552225526366
6901,0.4352068453246052
6951,0.4318111468945331
7001,0.4284672242217041
7051,0.42517391053925385
7101,0.4219300737260933
7151,0.41873461503322784
7201,0.41558646786691933
7251,0.4124845966251872
7301,0.4094279955830483
7351,0.40641568782549925
7401,0.4034467242266654
7451,0.4005201824713105
7501,0.3976351661182007
7551,0.3947908037009482
7601,0.3919862478664902
7651,0.3892206745503827
7701,0.3864932821835957
7751,0.38380329093221655
7801,0.3811499419679766
7851,0.3785324967678149
7901,0.37595023644190206
7951,0.3734024610850322
8001,0.3708884891584243
8051,0.36840765689192034
8101,0.36595931770885465
8151,0.36354284167719464
8201,0.36115761497647736
8251,0.35880303938861435
8301,0.356478531806571
8351,0.3541835237610153
8401,0.3519174609656779
8451,0.34967980287884715
8501,0.34747002228076795
8551,0.345287604867107
8601,0.3431320488576359
8651,0.3410028646166352
8701,0.3388995742908988
8751,0.3368217114562671
8801,0.3347688207801492
8851,0.33274045769465266
8901,0.33073618808052263
8951,0.32875558796343907
9001,0.32679824321954637
9051,0.32486374929278006
9101,0.32295171091935
9151,0.32106174186498054
9201,0.31919346466746845
9251,0.31734651039117223
9301,0.3155205183873798
9351,0.313715136063641
9401,0.3119300186609203
9451,0.3101648290377942
9501,0.30841923746107036
9551,0.306692921405634
9601,0.30498556535679944
9651,0.3032968606232469
9701,0.30162650515312184
9751,0.2999742033571345
9801,0.2983396659367339
9851,0.29672260971919756
9901,0.2951227574951128
9951,0.29353983786441273
10001,0.29197358508353244
10051,0.290423738920628
10101,0.28889004451373973
10151,0.28737225223153995
10201,0.28587011754278924
10251,0.2843834008850582
10301,0.28291186754058767
10351,0.28145528751417714
10401,0.280013435415799
10451,0.2785860903454447
10501,0.27717303578273855
10551,0.27577405947920497
10601,0.2743889533536291
10651,0.273017513389987
10701,0.27165953953998045
10751,0.27031483562663133
10801,0.26898320925059405
10851,0.2676644717018524
10901,0.266358437869789
10951,0.2650649261589897
11001,0.2637837584072312
11051,0.2625147598028671
11101,0.2612577588087867
11151,0.260012587084858
11201,0.25877907941394424
11251,0.25755707363171243
11301,0.25634641055390417
11351,0.2551469339109956
11401,0.2539584902801686
11451,0.25278092902163324
11501,0.25161410221630987
11551,0.25045786460358005
11601,0.24931207352350715
11651,0.24817658885811109
11701,0.24705127297519675
11751,0.2459359906739565
11801,0.24483060913115579
11851,0.2437349978498625
11901,0.2426490286084669
11951,0.24157257541117255
12001,0.2405055144404673
12051,0.23944772401002704
12101,0.23839908451972944
12151,0.2373594784107833
12201,0.23632879012243604
12251,0.23530690604961968
12301,0.23429371450273026
12351,0.23328910566607075
12401,0.23229297156069648
12451,0.2313052060048063
12501,0.23032570457654106
12551,0.22935436457920957
12601,0.22839108500377248
12651,0.22743576649650107
12701,0.22648831132382188
12751,0.22554862334043224
12801,0.22461660795585053
12851,0.22369217210587308
12901,0.22277522421817342
12951,0.22186567418652778
13001,0.22096343333840168
13051,0.22006841440927252
13101,0.21918053151240513
13151,0.21829970011394603
13201,0.21742583700528273
13251,0.21655886027706112
13301,0.21569868929527375
13351,0.21484524467481292
13401,0.21399844825677894
13451,0.2131582230847457
13501,0.2123244933812923
13551,0.2114971845256672
13601,0.21067622303239497
13651,0.20986153652937464
13701,0.20905305373614463
13751,0.20825070444557764
13801,0.2074544195018704
13851,0.20666413078128315
13901,0.20587977117364165
13951,0.20510127456335275
14001,0.20432857581081848
14051,0.2035616107345605
14101,0.20280031609437646
14151,0.2020446295731213
14201,0.20129448976105196
14251,0.20054983613821187
14301,0.19981060905947715
14351,0.1990767497384675
14401,0.19834820023207148
14451,0.19762490342544714
14501,0.19690680301715646
14551,0.1961938435055797
14601,0.19548597017338656
14651,0.19478312907488982
14701,0.19408526702246803
14751,0.1933923315725032
14801,0.192704271013363
14851,0.1920210343523309
14901,0.19134257130268453
14951,0.19066883227244258
